agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
21,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:09;0711:15;0721:15;,421.17;431.27;441.27;,10.10;10.00;
22,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:09;0711:16;0721:16;,421.17;431.28;441.28;,10.12;10.00;
23,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:10;0711:16;0721:17;,421.18;431.28;441.30;,10.10;10.02;
24,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:10;0711:17;0721:17;,421.18;431.30;441.30;,10.12;10.00;
25,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:12;0711:19;0721:19;,421.20;431.32;441.32;,10.12;10.00;
26,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:12;0711:20;0721:20;,421.20;431.33;441.33;,10.13;10.00;
27,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:13;0711:21;0721:21;,421.22;431.35;441.35;,10.13;10.00;
28,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:13;0711:22;0721:22;,421.22;431.37;441.37;,10.15;10.00;
29,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:14;0711:22;0721:22;,421.23;431.38;441.38;,10.15;10.00;
30,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:14;0711:23;0721:23;,421.23;431.40;441.40;,10.17;10.00;
31,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:15;0711:24;0721:24;,421.25;431.42;441.42;,10.17;10.00;
32,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:15;0711:25;0721:25;,421.25;431.43;441.43;,10.18;10.00;
33,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:15;0711:27;0721:27;,421.27;431.45;441.45;,10.18;10.00;
34,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:15;0711:28;0721:28;,421.27;431.47;441.47;,10.20;10.00;
35,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:16;0711:28;0721:29;,421.28;431.47;441.48;,10.18;10.02;
36,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:17;0711:29;0721:30;,421.30;431.48;441.50;,10.18;10.02;
37,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:17;0711:30;0721:30;,421.30;431.50;441.50;,10.20;10.00;
38,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:19;0711:30;0721:30;,421.32;431.52;441.52;,10.20;10.00;
39,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:19;0711:30;0721:31;,421.32;431.52;441.53;,10.20;10.02;
40,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:20;0711:31;0721:31;,421.33;431.53;441.53;,10.20;10.00;
41,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:20;0711:32;0721:32;,421.33;431.55;441.55;,10.22;10.00;
42,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:21;0711:34;0721:34;,421.35;431.57;441.57;,10.22;10.00;
43,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:21;0711:35;0721:35;,421.35;431.58;441.58;,10.23;10.00;
44,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:22;0711:35;0721:36;,421.37;431.58;441.60;,10.22;10.02;
45,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:22;0711:36;0721:36;,421.37;431.60;441.60;,10.23;10.00;
46,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:22;0711:36;0721:37;,421.38;431.60;441.62;,10.22;10.02;
47,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:22;0711:37;0721:37;,421.38;431.62;441.63;,10.23;10.02;
48,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:23;0711:37;0721:38;,421.40;431.63;441.65;,10.23;10.02;
49,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:23;0711:38;0721:38;,421.40;431.65;441.65;,10.25;10.00;
50,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:24;0711:39;0721:39;,421.42;431.67;441.67;,10.25;10.00;
51,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:24;0711:40;0721:40;,421.42;431.68;441.68;,10.27;10.00;
52,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:25;0711:42;0721:42;,421.43;431.70;441.70;,10.27;10.00;
53,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:25;0711:43;0721:43;,421.43;431.72;441.72;,10.28;10.00;
54,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:27;0711:44;0721:44;,421.45;431.73;441.73;,10.28;10.00;
55,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:27;0711:45;0721:45;,421.45;431.75;441.75;,10.30;10.00;
56,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:28;0711:45;0721:45;,421.47;431.77;441.77;,10.30;10.00;
57,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:28;0711:46;0721:46;,421.47;431.78;441.78;,10.32;10.00;
58,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:29;0711:47;0721:47;,421.48;431.80;441.80;,10.32;10.00;
59,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:29;0711:49;0721:49;,421.48;431.82;441.82;,10.33;10.00;
60,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:30;0711:50;0721:50;,421.50;431.83;441.83;,10.33;10.00;
61,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:30;0711:51;0721:51;,421.50;431.85;441.85;,10.35;10.00;
62,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:30;0711:52;0721:52;,421.52;431.87;441.87;,10.35;10.00;
63,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:30;0711:52;0721:52;,421.52;431.88;441.88;,10.37;10.00;
64,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:31;0711:53;0721:53;,421.53;431.90;441.90;,10.37;10.00;
65,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:31;0711:54;0721:54;,421.53;431.92;441.92;,10.38;10.00;
66,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:32;0711:55;0721:55;,421.55;431.93;441.93;,10.38;10.00;
67,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:32;0711:57;0721:57;,421.55;431.95;441.95;,10.40;10.00;
68,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:34;0711:58;0721:58;,421.57;431.97;441.97;,10.40;10.00;
69,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:34;0711:59;0721:59;,421.57;431.98;441.98;,10.42;10.00;
70,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:35;0712:00;0722:00;,421.58;432.00;442.00;,10.42;10.00;
71,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:36;0712:00;0722:00;,421.60;432.02;442.02;,10.42;10.00;
72,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:36;0712:01;0722:01;,421.60;432.03;442.03;,10.43;10.00;
73,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:37;0712:02;0722:02;,421.62;432.05;442.05;,10.43;10.00;
74,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:37;0712:04;0722:04;,421.62;432.07;442.07;,10.45;10.00;
75,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:37;0712:05;0722:05;,421.63;432.08;442.08;,10.45;10.00;
76,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:37;0712:06;0722:06;,421.63;432.10;442.10;,10.47;10.00;
77,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:38;0712:07;0722:07;,421.65;432.12;442.12;,10.47;10.00;
78,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:38;0712:07;0722:07;,421.65;432.13;442.13;,10.48;10.00;
79,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:39;0712:08;0722:08;,421.67;432.15;442.15;,10.48;10.00;
80,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:39;0712:09;0722:09;,421.67;432.17;442.17;,10.50;10.00;
81,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:40;0712:10;0722:10;,421.68;432.18;442.18;,10.50;10.00;
82,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:40;0712:12;0722:12;,421.68;432.20;442.20;,10.52;10.00;
83,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:42;0712:13;0722:13;,421.70;432.22;442.22;,10.52;10.00;
84,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:42;0712:13;0722:13;,421.70;432.22;442.22;,10.52;10.00;
85,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:43;0712:14;0722:14;,421.72;432.23;442.23;,10.52;10.00;
86,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:43;0712:15;0722:15;,421.72;432.25;442.25;,10.53;10.00;
87,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:44;0712:15;0722:15;,421.73;432.25;442.25;,10.52;10.00;
88,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:44;0712:15;0722:15;,421.73;432.27;442.27;,10.53;10.00;
89,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:45;0712:16;0722:16;,421.75;432.28;442.28;,10.53;10.00;
90,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:45;0712:16;0722:17;,421.75;432.28;442.30;,10.53;10.02;
91,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:45;0712:17;0722:19;,421.77;432.30;442.32;,10.53;10.02;
92,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:45;0712:17;0722:19;,421.77;432.30;442.32;,10.53;10.02;
93,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:46;0712:19;0722:20;,421.78;432.32;442.33;,10.53;10.02;
94,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:46;0712:19;0722:21;,421.78;432.32;442.35;,10.53;10.03;
95,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:47;0712:20;0722:22;,421.80;432.33;442.37;,10.53;10.03;
96,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:47;0712:21;0722:22;,421.80;432.35;442.37;,10.55;10.02;
97,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:49;0712:22;0722:22;,421.82;432.37;442.38;,10.55;10.02;
98,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:49;0712:22;0722:22;,421.82;432.38;442.38;,10.57;10.00;
99,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:50;0712:23;0722:23;,421.83;432.40;442.40;,10.57;10.00;
100,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:50;0712:24;0722:24;,421.83;432.42;442.42;,10.58;10.00;
101,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:51;0712:24;0722:25;,421.85;432.42;442.43;,10.57;10.02;
102,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:51;0712:25;0722:25;,421.85;432.43;442.43;,10.58;10.00;
103,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:52;0712:27;0722:27;,421.87;432.45;442.45;,10.58;10.00;
104,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:52;0712:27;0722:27;,421.87;432.45;442.45;,10.58;10.00;
105,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:52;0712:28;0722:28;,421.88;432.47;442.47;,10.58;10.00;
106,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:53;0712:28;0722:29;,421.90;432.47;442.48;,10.57;10.02;
107,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:53;0712:29;0722:30;,421.90;432.48;442.50;,10.58;10.02;
108,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:54;0712:29;0722:30;,421.92;432.48;442.50;,10.57;10.02;
109,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:54;0712:30;0722:30;,421.92;432.50;442.52;,10.58;10.02;
110,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:55;0712:30;0722:30;,421.93;432.52;442.52;,10.58;10.00;
111,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:55;0712:31;0722:31;,421.93;432.53;442.53;,10.60;10.00;
112,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:57;0712:31;0722:32;,421.95;432.53;442.55;,10.58;10.02;
113,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:57;0712:32;0722:32;,421.95;432.55;442.55;,10.60;10.00;
114,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:58;0712:32;0722:34;,421.97;432.55;442.57;,10.58;10.02;
115,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:58;0712:34;0722:35;,421.97;432.57;442.58;,10.60;10.02;
116,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:59;0712:34;0722:36;,421.98;432.57;442.60;,10.58;10.03;
117,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0701:59;0712:35;0722:37;,421.98;432.58;442.62;,10.60;10.03;
118,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:00;0712:35;0722:37;,422.00;432.58;442.62;,10.58;10.03;
119,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:00;0712:36;0722:37;,422.00;432.60;442.63;,10.60;10.03;
120,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:00;0712:37;0722:38;,422.02;432.62;442.65;,10.60;10.03;
121,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:00;0712:37;0722:38;,422.02;432.62;442.65;,10.60;10.03;
122,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:01;0712:37;0722:39;,422.03;432.63;442.67;,10.60;10.03;
123,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:01;0712:37;0722:39;,422.03;432.63;442.67;,10.60;10.03;
124,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:02;0712:38;0722:40;,422.05;432.65;442.68;,10.60;10.03;
125,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:02;0712:38;0722:42;,422.05;432.65;442.70;,10.60;10.05;
126,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:04;0712:39;0722:42;,422.07;432.67;442.70;,10.60;10.03;
127,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:04;0712:40;0722:43;,422.07;432.68;442.72;,10.62;10.03;
128,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:05;0712:42;0722:44;,422.08;432.70;442.73;,10.62;10.03;
129,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:05;0712:42;0722:44;,422.08;432.70;442.73;,10.62;10.03;
130,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:06;0712:43;0722:45;,422.10;432.72;442.75;,10.62;10.03;
131,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:06;0712:43;0722:45;,422.10;432.72;442.77;,10.62;10.05;
132,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:07;0712:44;0722:46;,422.12;432.73;442.78;,10.62;10.05;
133,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:07;0712:44;0722:47;,422.12;432.73;442.80;,10.62;10.07;
134,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:07;0712:45;0722:49;,422.13;432.75;442.82;,10.62;10.07;
135,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:07;0712:45;0722:50;,422.13;432.77;442.83;,10.63;10.07;
136,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:08;0712:45;0722:50;,422.15;432.77;442.83;,10.62;10.07;
137,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:08;0712:46;0722:51;,422.15;432.78;442.85;,10.63;10.07;
138,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:09;0712:47;0722:52;,422.17;432.80;442.87;,10.63;10.07;
139,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:09;0712:47;0722:52;,422.17;432.80;442.87;,10.63;10.07;
140,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:10;0712:49;0722:52;,422.18;432.82;442.88;,10.63;10.07;
141,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:12;0712:50;0722:52;,422.20;432.83;442.88;,10.63;10.05;
142,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:12;0712:50;0722:53;,422.20;432.83;442.90;,10.63;10.07;
143,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:13;0712:51;0722:54;,422.22;432.85;442.92;,10.63;10.07;
144,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:13;0712:52;0722:55;,422.22;432.87;442.93;,10.65;10.07;
145,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:14;0712:52;0722:57;,422.23;432.87;442.95;,10.63;10.08;
146,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:14;0712:52;0722:57;,422.23;432.88;442.95;,10.65;10.07;
147,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:15;0712:52;0722:58;,422.25;432.88;442.97;,10.63;10.08;
148,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:15;0712:53;0722:58;,422.25;432.90;442.97;,10.65;10.07;
149,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:15;0712:54;0722:59;,422.27;432.92;442.98;,10.65;10.07;
150,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:15;0712:55;0723:00;,422.27;432.93;443.00;,10.67;10.07;
151,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:16;0712:57;0723:00;,422.28;432.95;443.00;,10.67;10.05;
152,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:16;0712:57;0723:00;,422.28;432.95;443.02;,10.67;10.07;
153,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:17;0712:58;0723:01;,422.30;432.97;443.03;,10.67;10.07;
154,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:17;0712:59;0723:01;,422.30;432.98;443.03;,10.68;10.05;
155,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:19;0713:00;0723:02;,422.32;433.00;443.05;,10.68;10.05;
156,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:19;0713:00;0723:02;,422.32;433.02;443.05;,10.70;10.03;
157,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:20;0713:00;0723:04;,422.33;433.02;443.07;,10.68;10.05;
158,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:20;0713:01;0723:05;,422.33;433.03;443.08;,10.70;10.05;
159,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:21;0713:02;0723:05;,422.35;433.05;443.08;,10.70;10.03;
160,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:21;0713:04;0723:06;,422.35;433.07;443.10;,10.72;10.03;
161,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:22;0713:04;0723:07;,422.37;433.07;443.12;,10.70;10.05;
162,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:22;0713:05;0723:07;,422.37;433.08;443.13;,10.72;10.05;
163,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:22;0713:05;0723:07;,422.38;433.08;443.13;,10.70;10.05;
164,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:22;0713:06;0723:08;,422.38;433.10;443.15;,10.72;10.05;
165,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:23;0713:06;0723:08;,422.40;433.10;443.15;,10.70;10.05;
166,1,2,0,1,2,p,AM,1,0.0,48.1367,20.0000,1;3;2;,1;2;,0702:23;0713:07;0723:09;,422.40;433.12;443.17;,10.72;10.05;
