node_id,zone_id,x_coord,y_coord,original_node_id
333900,-1,-111.89194,33.42189,3339
334000,-1,-111.92508,33.43417,3340
334100,-1,-111.96546,33.37834,3341
334200,933,-111.94469,33.42547,3342
334300,-1,-111.8903,33.42211,3343
334400,-1,-111.90911,33.40744,3344
334700,-1,-111.90911,33.40758,3347
334800,-1,-111.92657,33.38616,3348
334900,-1,-111.89037,33.40758,3349
335000,-1,-111.89198,33.40734,3350
335200,-1,-111.89045,33.39305,3352
335300,941,-111.91952,33.40744,3353
335400,-1,-111.90927,33.38623,3354
336000,-1,-111.92644,33.44031,3360
336100,-1,-111.92636,33.44024,3361
336500,-1,-111.92623,33.44028,3365
336600,-1,-111.92631,33.44035,3366
100,1,-111.94206,33.40665,1
153400,1178,-111.94145,33.40584,1534
153401,1178,-111.94145,33.4059,1534
101,1,-111.94206,33.40659,1
102,1,-111.94194,33.40669,1
263700,1979,-111.94194,33.40732,2637
263701,1979,-111.94202,33.40733,2637
103,1,-111.94202,33.40669,1
200,2,-111.96529,33.42311,2
4800,35,-111.96528,33.42266,48
300,-1,-111.92637,33.38616,3
146100,-1,-111.9265,33.38616,1461
301,-1,-111.92636,33.38629,3
173000,-1,-111.9264,33.38697,1730
400,3,-111.88773,33.38123,4
500,4,-111.888,33.38107,5
501,4,-111.88795,33.38102,5
401,3,-111.88769,33.38118,4
502,4,-111.88813,33.38097,5
700,6,-111.8885,33.38058,7
701,6,-111.88844,33.38055,7
503,4,-111.88808,33.38093,5
504,4,-111.88804,33.38108,5
177200,1358,-111.88821,33.38156,1772
177201,1358,-111.88828,33.38155,1772
505,4,-111.88811,33.38106,5
506,4,-111.88802,33.38093,5
325300,2441,-111.88726,33.38039,3253
325301,2441,-111.88722,33.38045,3253
507,4,-111.88796,33.38097,5
600,5,-111.92787,33.4203,6
186100,1427,-111.92883,33.4203,1861
186101,1427,-111.92883,33.42024,1861
601,5,-111.92787,33.42024,6
800,-1,-111.97856,33.42084,8
900,7,-111.88507,33.40236,9
88100,683,-111.88423,33.40032,881
88101,683,-111.88416,33.40034,881
901,7,-111.885,33.40238,9
902,7,-111.88498,33.40241,9
209400,1558,-111.88497,33.4074,2094
209401,1558,-111.88504,33.40739,2094
903,7,-111.88498,33.40247,9
904,7,-111.88515,33.40248,9
209600,1560,-111.88708,33.40739,2096
209601,1560,-111.88716,33.40739,2096
905,7,-111.88515,33.40241,9
1000,8,-111.88735,33.42024,10
1100,9,-111.88636,33.42024,11
1101,9,-111.88636,33.4203,11
1001,8,-111.88735,33.4203,10
1002,8,-111.88752,33.4203,10
64400,504,-111.89006,33.42028,644
64401,504,-111.89006,33.42022,644
1003,8,-111.88752,33.42024,10
1004,8,-111.88748,33.4202,10
155200,1192,-111.88748,33.41949,1552
155201,1192,-111.88741,33.41949,1552
1005,8,-111.8874,33.42019,10
1006,8,-111.8874,33.42034,10
249100,1854,-111.88739,33.42109,2491
249101,1854,-111.88747,33.42109,2491
1007,8,-111.88747,33.42034,10
1102,9,-111.88619,33.42024,11
82800,639,-111.88313,33.42024,828
82801,639,-111.88313,33.4203,828
1103,9,-111.88619,33.4203,11
1104,9,-111.88632,33.4202,11
184400,1414,-111.88632,33.41943,1844
184401,1414,-111.88625,33.41943,1844
1105,9,-111.88624,33.4202,11
1106,9,-111.88624,33.42034,11
249200,1855,-111.88624,33.42109,2492
249201,1855,-111.88631,33.42109,2492
1107,9,-111.88632,33.42034,11
1200,-1,-111.9405,33.38323,12
322100,2413,-111.93953,33.38324,3221
322101,2413,-111.93953,33.3833,3221
1201,-1,-111.9405,33.38329,12
1202,-1,-111.94062,33.38319,12
1400,-1,-111.94065,33.38081,14
1401,-1,-111.94057,33.3808,14
1203,-1,-111.94054,33.38319,12
1204,-1,-111.94067,33.38329,12
222100,-1,-111.94194,33.38061,2221
222101,-1,-111.94186,33.38063,2221
1205,-1,-111.94067,33.38323,12
1300,-1,-111.95286,33.42185,13
53200,-1,-111.95237,33.42185,532
53201,-1,-111.95237,33.42198,532
1301,-1,-111.95286,33.42198,13
1302,-1,-111.95313,33.42195,13
145900,-1,-111.95348,33.42196,1459
1402,-1,-111.94071,33.38078,14
222102,-1,-111.94181,33.38061,2221
222103,-1,-111.94178,33.38055,2221
1403,-1,-111.94072,33.38071,14
1404,-1,-111.94055,33.38069,14
259200,1940,-111.93947,33.38061,2592
259201,1940,-111.93947,33.38067,2592
1405,-1,-111.94054,33.38075,14
1500,10,-111.9413,33.42186,15
90800,705,-111.94127,33.42059,908
90801,705,-111.94119,33.42059,908
1501,10,-111.94122,33.42186,15
1502,10,-111.94141,33.42199,15
217400,1625,-111.94224,33.42199,2174
217401,1625,-111.94224,33.42187,2174
1503,10,-111.94141,33.42187,15
1504,10,-111.94111,33.42187,15
255600,-1,-111.94024,33.42187,2556
255601,-1,-111.94023,33.422,2556
1505,10,-111.94111,33.42199,15
1600,-1,-111.94315,33.42967,16
137500,1067,-111.94417,33.42955,1375
137501,1067,-111.94417,33.42948,1375
1601,-1,-111.94311,33.42961,16
1602,-1,-111.94295,33.42958,16
1700,11,-111.94132,33.41908,17
217000,1621,-111.94231,33.41908,2170
217001,1621,-111.94231,33.41902,2170
1701,11,-111.94132,33.41902,17
1702,11,-111.94115,33.41902,17
290600,2157,-111.94011,33.41902,2906
290601,2157,-111.94011,33.41909,2906
1703,11,-111.94115,33.41908,17
1704,11,-111.94127,33.41898,17
1800,12,-111.94127,33.41769,18
1801,12,-111.94119,33.41769,18
1705,11,-111.9412,33.41898,17
1706,11,-111.94119,33.41912,17
91000,707,-111.94119,33.42037,910
91001,707,-111.94127,33.42037,910
1707,11,-111.94126,33.41913,17
1802,12,-111.94127,33.41755,18
2000,14,-111.94124,33.41628,20
2001,14,-111.94117,33.41628,20
1803,12,-111.94119,33.41755,18
1804,12,-111.94132,33.41765,18
216900,1620,-111.94237,33.41765,2169
216901,1620,-111.94237,33.41759,2169
1805,12,-111.94132,33.41759,18
1806,12,-111.94114,33.41759,18
255800,1909,-111.94012,33.41759,2558
255801,1909,-111.94012,33.41766,2558
1807,12,-111.94114,33.41765,18
1900,13,-111.89579,33.38663,19
260700,1954,-111.89573,33.38669,2607
260701,1954,-111.89579,33.38673,2607
1901,13,-111.89585,33.38667,19
2002,14,-111.94124,33.41613,20
2100,15,-111.94123,33.41482,21
2101,15,-111.94115,33.41482,21
2003,14,-111.94117,33.41613,20
2004,14,-111.94129,33.41623,20
216800,1619,-111.94237,33.41622,2168
216801,1619,-111.94237,33.41616,2168
2005,14,-111.94129,33.41617,20
2006,14,-111.94112,33.41617,20
255900,1910,-111.94008,33.41617,2559
255901,1910,-111.94008,33.41624,2559
2007,14,-111.94112,33.41624,20
2102,15,-111.94128,33.41477,21
216600,1617,-111.94233,33.41476,2166
216601,1617,-111.94233,33.4147,2166
2103,15,-111.94127,33.41471,21
2104,15,-111.9411,33.41471,21
320400,2397,-111.94091,33.41471,3204
320401,2397,-111.94091,33.41478,3204
2105,15,-111.9411,33.41478,21
2200,-1,-111.8987,33.42577,22
276200,-1,-111.89872,33.42918,2762
276201,-1,-111.8988,33.42918,2762
2201,-1,-111.89878,33.42577,22
2202,-1,-111.89865,33.42567,22
2300,-1,-111.89712,33.42567,23
2301,-1,-111.89712,33.42573,23
2203,-1,-111.89865,33.42573,22
2204,-1,-111.89882,33.42573,22
149800,-1,-111.90036,33.42573,1498
149801,-1,-111.90036,33.42566,1498
2205,-1,-111.89882,33.42567,22
2302,-1,-111.89699,33.42577,23
155900,-1,-111.897,33.42921,1559
155901,-1,-111.89707,33.42921,1559
2303,-1,-111.89707,33.42577,23
2304,-1,-111.89707,33.42563,23
92700,-1,-111.89715,33.42476,927
92701,-1,-111.89707,33.42475,927
2305,-1,-111.89699,33.42562,23
2306,-1,-111.89694,33.42567,23
2400,-1,-111.89541,33.42566,24
2401,-1,-111.89541,33.42573,24
2307,-1,-111.89694,33.42573,23
2402,-1,-111.89529,33.42577,24
276400,-1,-111.89529,33.42922,2764
276401,-1,-111.89537,33.42922,2764
2403,-1,-111.89536,33.42577,24
2404,-1,-111.89524,33.42566,24
2600,-1,-111.89366,33.42566,26
2601,-1,-111.89366,33.42572,26
2405,-1,-111.89524,33.42573,24
2500,16,-111.92167,33.40407,25
302200,2254,-111.92157,33.40357,3022
302201,2254,-111.9215,33.40358,3022
2501,16,-111.92162,33.40411,25
2502,16,-111.92175,33.40421,25
301800,2250,-111.92216,33.40443,3018
301801,2250,-111.92221,33.40438,3018
2503,16,-111.9218,33.40416,25
2504,16,-111.92162,33.40417,25
3500,23,-111.921,33.40441,35
3501,23,-111.92102,33.40447,35
2505,16,-111.92167,33.40422,25
2602,-1,-111.89354,33.42576,26
276700,-1,-111.89358,33.42922,2767
276701,-1,-111.89365,33.42922,2767
2603,-1,-111.89361,33.42576,26
2604,-1,-111.89349,33.42566,26
2800,-1,-111.89199,33.42566,28
2801,-1,-111.89199,33.42572,28
2605,-1,-111.89349,33.42572,26
2700,-1,-111.96071,33.4062,27
264300,1984,-111.95834,33.40735,2643
264301,1984,-111.95841,33.40735,2643
2701,-1,-111.96071,33.40626,27
2702,-1,-111.96072,33.40635,27
264400,-1,-111.96072,33.4073,2644
264401,-1,-111.96087,33.4073,2644
2703,-1,-111.96087,33.40635,27
2704,-1,-111.96087,33.4061,27
272800,-1,-111.96087,33.40569,2728
272801,-1,-111.96072,33.40569,2728
2705,-1,-111.96072,33.4061,27
2802,-1,-111.89191,33.42558,28
175900,-1,-111.89192,33.42426,1759
2900,17,-111.95139,33.4139,29
163300,1259,-111.95139,33.41432,1633
163301,1259,-111.95147,33.41432,1633
2901,17,-111.95147,33.4139,29
2902,17,-111.95135,33.41379,29
321100,2404,-111.95063,33.41379,3211
321101,2404,-111.95063,33.41385,3211
2903,17,-111.95135,33.41386,29
2904,17,-111.95152,33.41386,29
320800,2401,-111.9521,33.41386,3208
320801,2401,-111.9521,33.4138,3208
2905,17,-111.95152,33.41379,29
3000,18,-111.91603,33.40225,30
29400,232,-111.91371,33.40266,294
29401,232,-111.91371,33.40272,294
3001,18,-111.91609,33.40229,30
3002,18,-111.9162,33.40218,30
302700,2258,-111.92103,33.40106,3027
302701,2258,-111.92103,33.401,3027
3003,18,-111.91614,33.40214,30
3004,18,-111.91606,33.40211,30
275200,2056,-111.91548,33.40125,2752
275201,2056,-111.91537,33.40126,2752
3005,18,-111.91598,33.40218,30
3006,18,-111.91618,33.40232,30
168000,1301,-111.91663,33.40263,1680
168001,1301,-111.9167,33.40256,1680
3007,18,-111.91625,33.40225,30
3100,19,-111.89015,33.42567,31
271900,2030,-111.88303,33.42571,2719
271901,2030,-111.88303,33.42578,2719
3101,19,-111.89015,33.42573,31
3102,19,-111.89023,33.42584,31
277000,-1,-111.89025,33.42907,2770
3200,20,-111.9479,33.40546,32
302600,2257,-111.9479,33.40474,3026
302601,2257,-111.94778,33.40474,3026
3201,20,-111.94778,33.40546,32
3202,20,-111.94775,33.40554,32
178200,1368,-111.94774,33.40014,1782
178201,1368,-111.94774,33.40008,1782
3203,20,-111.94775,33.4056,32
3204,20,-111.94778,33.40568,32
263800,1980,-111.94779,33.40727,2638
263801,1980,-111.94791,33.40727,2638
3205,20,-111.9479,33.40568,32
3300,21,-111.95041,33.41207,33
232600,1730,-111.94996,33.41169,2326
232601,1730,-111.9499,33.41173,2326
3301,21,-111.95036,33.41211,33
3302,21,-111.95053,33.41211,33
130500,1013,-111.95092,33.41069,1305
130501,1013,-111.95085,33.41069,1305
3303,21,-111.95048,33.41207,33
3304,21,-111.95048,33.41222,33
233500,1735,-111.95209,33.41245,2335
233501,1735,-111.95209,33.41239,2335
3305,21,-111.95053,33.41217,33
3400,22,-111.91195,33.40266,34
3700,24,-111.91123,33.40266,37
3701,24,-111.91123,33.40272,37
3401,22,-111.91195,33.40272,34
3402,22,-111.91212,33.40272,34
31900,250,-111.91283,33.40272,319
31901,250,-111.91283,33.40266,319
3403,22,-111.91212,33.40266,34
3404,22,-111.91207,33.40262,34
122300,967,-111.912,33.40197,1223
122301,967,-111.91193,33.402,1223
3405,22,-111.912,33.40262,34
3600,-1,-111.97822,33.43673,36
3702,24,-111.91106,33.40266,37
286800,2125,-111.91057,33.40337,2868
286801,2125,-111.91064,33.40337,2868
3703,24,-111.91106,33.40272,37
3704,24,-111.91118,33.40261,37
93100,727,-111.91106,33.40219,931
93101,727,-111.91099,33.40221,931
3705,24,-111.91111,33.40262,37
3800,25,-111.93732,33.39921,38
189300,1442,-111.93504,33.39878,1893
189301,1442,-111.93503,33.39884,1893
3801,25,-111.9373,33.39926,38
3900,26,-111.95097,33.40987,39
56100,443,-111.95209,33.40986,561
56101,443,-111.95209,33.4098,561
3901,26,-111.95097,33.4098,39
3902,26,-111.9508,33.4098,39
73900,571,-111.9501,33.4098,739
73901,571,-111.9501,33.40987,739
3903,26,-111.9508,33.40987,39
3904,26,-111.95085,33.40991,39
130502,1013,-111.95085,33.41055,1305
130503,1013,-111.95092,33.41055,1305
3905,26,-111.95092,33.40991,39
4000,27,-111.98086,33.39255,40
24400,197,-111.98086,33.392,244
24401,197,-111.98078,33.392,244
4001,27,-111.98078,33.39255,40
4002,27,-111.98091,33.39265,40
325000,2438,-111.98186,33.39264,3250
325001,2438,-111.98186,33.39258,3250
4003,27,-111.98091,33.39259,40
4004,27,-111.98078,33.39263,40
176400,1355,-111.98078,33.39274,1764
176401,1355,-111.98086,33.39274,1764
4005,27,-111.98086,33.39263,40
4006,27,-111.98074,33.39259,40
144900,1118,-111.98033,33.39259,1449
144901,1118,-111.98033,33.39266,1449
4007,27,-111.98074,33.39265,40
4100,28,-111.9831,33.39253,41
25200,204,-111.9831,33.39146,252
25201,204,-111.98302,33.39146,252
4101,28,-111.98302,33.39253,41
4102,28,-111.98297,33.39257,41
325002,2438,-111.98203,33.39257,3250
325003,2438,-111.98203,33.39264,3250
4103,28,-111.98297,33.39264,41
4104,28,-111.98315,33.39263,41
328700,2471,-111.98392,33.39263,3287
328701,2471,-111.98392,33.39256,3287
4105,28,-111.98315,33.39257,41
4106,28,-111.98302,33.39261,41
21400,179,-111.98302,33.39272,214
21401,179,-111.98309,33.39272,214
4107,28,-111.9831,33.39261,41
4200,29,-111.92959,33.3973,42
4700,34,-111.92883,33.39645,47
4701,34,-111.92875,33.39645,47
4201,29,-111.92954,33.39734,42
4202,29,-111.92967,33.39744,42
245100,1829,-111.93174,33.39787,2451
245101,1829,-111.93176,33.39781,2451
4203,29,-111.92972,33.3974,42
4204,29,-111.92954,33.3974,42
89300,692,-111.92901,33.39786,893
89301,692,-111.92907,33.3979,893
4205,29,-111.9296,33.39745,42
4206,29,-111.92972,33.39734,42
114800,903,-111.93275,33.39701,1148
114801,903,-111.93275,33.39695,1148
4207,29,-111.92966,33.3973,42
4300,30,-111.91704,33.4136,43
328200,2467,-111.91434,33.41353,3282
328201,2467,-111.91434,33.41359,3282
4301,30,-111.91704,33.41366,43
4302,30,-111.91716,33.41356,43
299800,2238,-111.91712,33.41302,2998
299801,2238,-111.91704,33.41303,2998
4303,30,-111.91709,33.41356,43
4304,30,-111.91708,33.4137,43
229800,1708,-111.91708,33.41453,2298
229801,1708,-111.91716,33.41453,2298
4305,30,-111.91716,33.4137,43
4400,31,-111.96512,33.42345,44
40800,315,-111.96285,33.42353,408
40801,315,-111.96285,33.42359,408
4401,31,-111.96512,33.42351,44
4402,31,-111.96521,33.42355,44
156100,1199,-111.96521,33.42411,1561
4403,31,-111.96524,33.42341,44
4500,32,-111.89373,33.40122,45
49600,389,-111.89372,33.40069,496
49601,389,-111.89364,33.40069,496
4501,32,-111.89366,33.40122,45
4502,32,-111.89366,33.40136,45
168200,1302,-111.89365,33.40187,1682
168201,1302,-111.89373,33.40187,1682
4503,32,-111.89373,33.40137,45
4600,33,-111.89611,33.38124,46
206200,1533,-111.89622,33.38073,2062
206201,1533,-111.89615,33.38071,2062
4601,33,-111.89603,33.38124,46
4702,34,-111.9287,33.39634,47
206400,1535,-111.92745,33.39635,2064
206401,1535,-111.92745,33.39641,2064
4703,34,-111.9287,33.39641,47
4704,34,-111.92888,33.3964,47
286400,2121,-111.92955,33.39625,2864
286401,2121,-111.92954,33.39619,2864
4705,34,-111.92887,33.39634,47
4801,35,-111.96528,33.42252,48
333800,2501,-111.96527,33.42203,3338
333801,2501,-111.9652,33.42203,3338
4802,35,-111.9652,33.42252,48
4803,35,-111.96521,33.42266,48
95900,744,-111.9652,33.4227,959
4900,36,-111.94942,33.41315,49
5100,38,-111.94985,33.41279,51
5101,38,-111.94979,33.41275,51
4901,36,-111.94937,33.41311,49
5000,37,-111.89616,33.39984,50
184800,1418,-111.89424,33.39984,1848
184801,1418,-111.89424,33.3999,1848
5001,37,-111.89616,33.39991,50
5002,37,-111.89621,33.39995,50
50000,393,-111.89621,33.40016,500
50001,393,-111.89629,33.40016,500
5003,37,-111.89628,33.39995,50
5004,37,-111.89628,33.3998,50
7700,63,-111.89726,33.39962,77
7701,63,-111.89726,33.39955,77
5005,37,-111.89621,33.3998,50
5102,38,-111.94985,33.41265,51
165700,1279,-111.94933,33.41221,1657
165701,1279,-111.94928,33.41226,1657
5103,38,-111.94979,33.41269,51
5104,38,-111.94992,33.41279,51
166000,1282,-111.95209,33.4132,1660
166001,1282,-111.95209,33.41313,1660
5105,38,-111.94997,33.41275,51
5200,39,-111.93755,33.40057,52
56800,450,-111.93756,33.4002,568
56801,450,-111.93748,33.4002,568
5201,39,-111.93747,33.40057,52
5202,39,-111.9376,33.40067,52
169500,1310,-111.93906,33.40204,1695
169501,1310,-111.93913,33.40204,1695
5203,39,-111.9376,33.40061,52
5204,39,-111.93745,33.4007,52
164900,1273,-111.93722,33.4013,1649
164901,1273,-111.93729,33.40131,1649
5205,39,-111.93753,33.40072,52
5300,40,-111.91077,33.41359,53
26200,210,-111.91237,33.41359,262
26201,210,-111.91237,33.41352,262
5301,40,-111.91077,33.41352,53
5400,41,-111.9368,33.42555,54
300200,2241,-111.93803,33.42554,3002
300201,2241,-111.93803,33.42545,3002
5401,41,-111.9368,33.42545,54
5402,41,-111.93671,33.42543,54
180900,1389,-111.93671,33.42443,1809
180901,1389,-111.93663,33.42443,1809
5403,41,-111.93663,33.42543,54
5404,41,-111.93654,33.42545,54
5600,-1,-111.93507,33.42543,56
5601,-1,-111.93503,33.42552,56
5405,41,-111.93654,33.42555,54
5500,42,-111.94086,33.40013,55
179500,1377,-111.9425,33.40011,1795
179501,1377,-111.9425,33.40005,1795
5501,42,-111.94086,33.40007,55
5502,42,-111.94073,33.40017,55
171800,1326,-111.94051,33.40097,1718
171801,1326,-111.94059,33.40097,1718
5503,42,-111.9408,33.40017,55
5504,42,-111.94069,33.40007,55
56600,448,-111.93979,33.40008,566
56601,448,-111.93979,33.40014,566
5505,42,-111.94069,33.40013,55
5602,-1,-111.93498,33.42538,56
33700,258,-111.93502,33.42441,337
33701,258,-111.93494,33.42441,337
5603,-1,-111.93491,33.42536,56
5604,-1,-111.93488,33.42538,56
175200,1351,-111.93051,33.42314,1752
5700,43,-111.8921,33.3999,57
184802,1418,-111.89406,33.3999,1848
184803,1418,-111.89406,33.39984,1848
5701,43,-111.8921,33.39983,57
5702,43,-111.89201,33.39976,57
112700,883,-111.89201,33.39912,1127
5800,44,-111.88574,33.37979,58
260600,1953,-111.88584,33.37864,2606
260601,1953,-111.88576,33.37864,2606
5801,44,-111.88567,33.37977,58
5802,44,-111.88576,33.3799,58
112300,879,-111.88629,33.38005,1123
112301,879,-111.88631,33.37999,1123
5803,44,-111.88578,33.37984,58
5804,44,-111.88561,33.3798,58
61300,482,-111.8853,33.37973,613
61301,482,-111.88528,33.3798,613
5805,44,-111.88559,33.37986,58
5901,45,-111.96529,33.42329,59
6000,46,-111.92749,33.4011,60
6200,48,-111.93052,33.40107,62
6201,48,-111.93052,33.401,62
6001,46,-111.92749,33.40104,60
6002,46,-111.92741,33.40099,60
57600,455,-111.92739,33.4003,576
57601,455,-111.92732,33.4003,576
6003,46,-111.92734,33.40101,60
6004,46,-111.92743,33.40115,60
164300,1268,-111.92752,33.40178,1643
164301,1268,-111.92759,33.40178,1643
6005,46,-111.92749,33.40111,60
6100,47,-111.89977,33.4008,61
50400,397,-111.89976,33.40031,504
50401,397,-111.89969,33.40031,504
6101,47,-111.8997,33.4008,61
6102,47,-111.89965,33.40085,61
50200,395,-111.89734,33.40031,502
50201,395,-111.89727,33.40031,502
6103,47,-111.89965,33.40091,61
6104,47,-111.8997,33.40095,61
163600,1262,-111.8997,33.40156,1636
163601,1262,-111.89978,33.40156,1636
6105,47,-111.89977,33.40095,61
6202,48,-111.93065,33.40096,62
57300,453,-111.93064,33.40027,573
57301,453,-111.93056,33.40027,573
6203,48,-111.93057,33.40096,62
6204,48,-111.93057,33.40111,62
220500,1649,-111.93057,33.40163,2205
220501,1649,-111.93064,33.40163,2205
6205,48,-111.93065,33.40111,62
6300,49,-111.96529,33.42392,63
6301,49,-111.96523,33.42404,63
156101,1199,-111.96521,33.4241,1561
156102,1199,-111.96528,33.42414,1561
6302,49,-111.96529,33.42408,63
6400,50,-111.89021,33.39981,64
6500,51,-111.8889,33.39981,65
6501,51,-111.8889,33.39987,65
6401,50,-111.89021,33.39987,64
6502,51,-111.88873,33.39981,65
6800,54,-111.88611,33.39982,68
6801,54,-111.88611,33.39988,68
6503,51,-111.88873,33.39987,65
6504,51,-111.88885,33.39977,65
115200,907,-111.88884,33.39911,1152
115201,907,-111.88877,33.39911,1152
6505,51,-111.88877,33.39977,65
6506,51,-111.88878,33.39991,65
54800,431,-111.88878,33.40058,548
54801,431,-111.88886,33.40058,548
6507,51,-111.88885,33.39991,65
6600,52,-111.94062,33.40194,66
171802,1326,-111.94059,33.40111,1718
171803,1326,-111.94052,33.40112,1718
6601,52,-111.94054,33.40195,66
6602,52,-111.9405,33.40199,66
257900,1928,-111.93982,33.40198,2579
257901,1928,-111.93982,33.40205,2579
6603,52,-111.9405,33.40205,66
6700,53,-111.89445,33.41838,67
192000,1457,-111.89405,33.41838,1920
192001,1457,-111.89407,33.41844,1920
6701,53,-111.89445,33.41844,67
6802,54,-111.88594,33.39982,68
88102,683,-111.88424,33.40021,881
88103,683,-111.88426,33.40027,881
6803,54,-111.88594,33.39988,68
6804,54,-111.88606,33.39977,68
151300,1159,-111.88557,33.39856,1513
151301,1159,-111.8855,33.39859,1513
6805,54,-111.88599,33.39977,68
6900,55,-111.93978,33.41284,69
320300,2396,-111.93977,33.41198,3203
320301,2396,-111.9397,33.41198,3203
6901,55,-111.9397,33.41284,69
7000,56,-111.93662,33.41291,70
210100,1563,-111.93661,33.41203,2101
210101,1563,-111.93654,33.41203,2101
7001,56,-111.93654,33.41291,70
7100,57,-111.90303,33.3992,71
115600,909,-111.90311,33.39937,1156
115601,909,-111.90318,33.39934,1156
7101,57,-111.9031,33.39918,71
7102,57,-111.90294,33.39912,71
7400,60,-111.90155,33.39944,74
7401,60,-111.90156,33.39951,74
7103,57,-111.90297,33.39918,71
7104,57,-111.90312,33.39912,71
111300,870,-111.90403,33.39889,1113
111301,870,-111.90403,33.39882,1113
7105,57,-111.90309,33.39906,71
7200,58,-111.9653,33.42461,72
6303,49,-111.96529,33.42407,63
7201,58,-111.96524,33.42474,72
138200,1072,-111.96522,33.4248,1382
138201,1072,-111.96529,33.42483,1382
7202,58,-111.96531,33.42476,72
7300,59,-111.92423,33.39289,73
129500,1007,-111.92422,33.39245,1295
129501,1007,-111.92415,33.39245,1295
7301,59,-111.92415,33.39289,73
7302,59,-111.92404,33.39289,73
303800,2267,-111.92317,33.39289,3038
303801,2267,-111.92317,33.39302,3038
7303,59,-111.92404,33.39302,73
7304,59,-111.92434,33.39302,73
316100,-1,-111.92618,33.39302,3161
316101,-1,-111.92618,33.39289,3161
7305,59,-111.92434,33.39289,73
7402,60,-111.90138,33.39945,74
120100,946,-111.90061,33.39944,1201
120101,946,-111.90061,33.3995,1201
7403,60,-111.90138,33.39951,74
7404,60,-111.90151,33.39941,74
115800,911,-111.90152,33.39879,1158
115801,911,-111.90145,33.39879,1158
7405,60,-111.90143,33.39941,74
7500,61,-111.938,33.41289,75
210400,1565,-111.938,33.41202,2104
210401,1565,-111.93792,33.41202,2104
7501,61,-111.93792,33.41289,75
7600,62,-111.90057,33.39957,76
120102,946,-111.90057,33.39947,1201
120103,946,-111.90049,33.39947,1201
7601,62,-111.90049,33.39957,76
7602,62,-111.90044,33.39955,76
7702,63,-111.89743,33.39955,77
7703,63,-111.89743,33.39962,77
7603,62,-111.90044,33.39961,76
7604,62,-111.90049,33.39965,76
50500,398,-111.9005,33.40015,505
50501,398,-111.90057,33.40015,505
7605,62,-111.90057,33.39965,76
7704,63,-111.89741,33.39953,77
116000,912,-111.90043,33.39899,1160
116001,912,-111.90043,33.39893,1160
7705,63,-111.89733,33.39951,77
7800,-1,-111.96278,33.40009,78
8000,-1,-111.96271,33.4001,80
8001,-1,-111.96271,33.40016,80
7801,-1,-111.96278,33.40016,78
7802,-1,-111.96288,33.40016,78
212800,-1,-111.96387,33.40015,2128
212801,-1,-111.96387,33.40008,2128
7803,-1,-111.96288,33.40009,78
7900,64,-111.92534,33.39497,79
20200,167,-111.92495,33.39497,202
20201,167,-111.92495,33.39503,202
7901,64,-111.92534,33.39503,79
8002,-1,-111.96261,33.4001,80
25400,-1,-111.96206,33.4001,254
25401,-1,-111.96206,33.40016,254
8003,-1,-111.96261,33.40016,80
8004,-1,-111.9627,33.4002,80
8100,65,-111.93821,33.39935,81
258100,1930,-111.93961,33.39936,2581
258101,1930,-111.93961,33.3993,2581
8101,65,-111.93822,33.39928,81
8200,66,-111.92036,33.39939,82
302900,2260,-111.92104,33.3994,3029
302901,2260,-111.92104,33.39933,3029
8201,66,-111.92036,33.39933,82
8300,-1,-111.96085,33.40143,83
8700,-1,-111.96253,33.40169,87
8701,-1,-111.96252,33.40163,87
8301,-1,-111.96085,33.40136,83
8302,-1,-111.96069,33.40152,83
70400,-1,-111.9607,33.40356,704
70401,-1,-111.96085,33.40356,704
8303,-1,-111.96084,33.40152,83
8304,-1,-111.96084,33.40127,83
178600,-1,-111.96085,33.40027,1786
178601,-1,-111.9607,33.40027,1786
8305,-1,-111.96069,33.40127,83
8401,-1,-111.9628,33.40139,84
8702,-1,-111.96258,33.40158,87
7804,-1,-111.96279,33.4002,78
8600,-1,-111.9179,33.44033,86
201600,-1,-111.9179,33.44043,2016
201601,-1,-111.91801,33.44043,2016
8601,-1,-111.91801,33.44032,86
8602,-1,-111.9178,33.44032,86
80900,624,-111.91389,33.44034,809
8603,-1,-111.91801,33.44021,86
41300,-1,-111.92501,33.43466,413
41301,-1,-111.9249,33.43466,413
8604,-1,-111.9179,33.44021,86
8703,-1,-111.96267,33.4017,87
18000,145,-111.96287,33.40171,180
8800,67,-111.91791,33.44409,88
33500,257,-111.91791,33.4451,335
33501,257,-111.91798,33.4451,335
8801,67,-111.91799,33.44409,88
8802,67,-111.91808,33.44407,88
268000,2009,-111.9189,33.44408,2680
268001,2009,-111.9189,33.44398,2680
8803,67,-111.91808,33.44398,88
8804,67,-111.91787,33.44399,88
268400,2012,-111.9168,33.44401,2684
268401,2012,-111.91683,33.44407,2684
8805,67,-111.91787,33.44405,88
8806,67,-111.91799,33.44395,88
113900,895,-111.918,33.44231,1139
113901,895,-111.91792,33.44231,1139
8807,67,-111.91792,33.44395,88
8900,68,-111.9876,33.38231,89
132000,1023,-111.98764,33.38231,1320
132001,1023,-111.98764,33.38225,1320
8901,68,-111.98761,33.38225,89
9000,69,-111.91803,33.4459,90
173500,1338,-111.91999,33.44591,1735
173501,1338,-111.91999,33.44584,1735
9001,69,-111.91803,33.44584,90
9002,69,-111.91798,33.4458,90
