link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,notes
41,41,42,0700_0800,0.000,0.005,60.000,0.000,period-based
42,42,43,0700_0800,0.000,0.005,60.000,0.000,period-based
43,43,44,0700_0800,0.000,0.005,60.000,0.000,period-based
44,44,45,0700_0800,0.000,0.005,60.000,0.000,period-based
45,45,46,0700_0800,0.000,0.005,60.000,0.000,period-based
46,46,47,0700_0800,0.000,0.005,60.000,0.000,period-based
47,47,48,0700_0800,0.000,0.005,60.000,0.000,period-based
48,48,49,0700_0800,0.000,0.005,60.000,0.000,period-based
49,49,50,0700_0800,0.000,0.005,60.000,0.000,period-based
50,50,51,0700_0800,0.000,0.005,60.000,0.000,period-based
51,51,52,0700_0800,0.000,0.005,60.000,0.000,period-based
52,52,53,0700_0800,0.000,0.005,60.000,0.000,period-based
53,53,54,0700_0800,0.000,0.005,60.000,0.000,period-based
54,54,55,0700_0800,0.000,0.005,60.000,0.000,period-based
55,55,56,0700_0800,0.000,0.005,60.000,0.000,period-based
56,56,57,0700_0800,0.000,0.005,60.000,0.000,period-based
57,57,58,0700_0800,0.000,0.005,60.000,0.000,period-based
58,58,59,0700_0800,0.000,0.005,60.000,0.000,period-based
59,59,60,0700_0800,0.000,0.005,60.000,0.000,period-based
60,60,61,0700_0800,0.000,0.005,60.000,0.000,period-based
61,61,62,0700_0800,0.000,0.005,60.000,0.000,period-based
62,62,63,0700_0800,0.000,0.005,60.000,0.000,period-based
63,63,64,0700_0800,0.000,0.005,60.000,0.000,period-based
64,64,65,0700_0800,0.000,0.005,60.000,0.000,period-based
65,65,66,0700_0800,0.000,0.005,60.000,0.000,period-based
66,66,67,0700_0800,0.000,0.005,60.000,0.000,period-based
67,67,68,0700_0800,0.000,0.005,60.000,0.000,period-based
68,68,69,0700_0800,0.000,0.005,60.000,0.000,period-based
69,69,70,0700_0800,0.000,0.005,60.000,0.000,period-based
70,70,71,0700_0800,0.000,0.005,60.000,0.000,period-based
71,71,72,0700_0800,0.000,0.005,60.000,0.000,period-based
72,72,73,0700_0800,0.000,0.005,60.000,0.000,period-based
73,73,74,0700_0800,0.000,0.005,60.000,0.000,period-based
74,74,75,0700_0800,0.000,0.005,60.000,0.000,period-based
75,75,76,0700_0800,0.000,0.005,60.000,0.000,period-based
76,76,77,0700_0800,0.000,0.005,60.000,0.000,period-based
77,77,78,0700_0800,0.000,0.005,60.000,0.000,period-based
78,78,79,0700_0800,0.000,0.005,60.000,0.000,period-based
79,79,80,0700_0800,0.000,0.005,60.000,0.000,period-based
80,80,81,0700_0800,0.000,0.005,60.000,0.000,period-based
81,81,82,0700_0800,0.000,0.005,60.000,0.000,period-based
82,82,83,0700_0800,0.000,0.005,60.000,0.000,period-based
83,83,84,0700_0800,0.000,0.005,60.000,0.000,period-based
84,84,85,0700_0800,0.000,0.005,60.000,0.000,period-based
85,85,86,0700_0800,0.000,0.005,60.000,0.000,period-based
86,86,87,0700_0800,0.000,0.005,60.000,0.000,period-based
87,87,88,0700_0800,0.000,0.005,60.000,0.000,period-based
88,88,89,0700_0800,0.000,0.005,60.000,0.000,period-based
89,89,90,0700_0800,0.000,0.005,60.000,0.000,period-based
90,90,91,0700_0800,0.000,0.005,60.000,0.000,period-based
91,91,92,0700_0800,0.000,0.005,60.000,0.000,period-based
92,92,93,0700_0800,0.000,0.005,60.000,0.000,period-based
93,93,94,0700_0800,0.000,0.005,60.000,0.000,period-based
94,94,95,0700_0800,0.000,0.005,60.000,0.000,period-based
95,95,96,0700_0800,0.000,0.005,60.000,0.000,period-based
96,96,97,0700_0800,0.000,0.005,60.000,0.000,period-based
97,97,98,0700_0800,0.000,0.005,60.000,0.000,period-based
98,98,99,0700_0800,0.000,0.005,60.000,0.000,period-based
99,99,100,0700_0800,0.000,0.005,60.000,0.000,period-based
100,100,101,0700_0800,0.000,0.005,60.000,0.000,period-based
101,101,102,0700_0800,0.000,0.005,60.000,0.000,period-based
102,102,103,0700_0800,0.000,0.005,60.000,0.000,period-based
103,103,104,0700_0800,0.000,0.005,60.000,0.000,period-based
104,104,105,0700_0800,0.000,0.005,60.000,0.000,period-based
105,105,106,0700_0800,0.000,0.005,60.000,0.000,period-based
106,106,107,0700_0800,0.000,0.005,60.000,0.000,period-based
107,107,108,0700_0800,0.000,0.005,60.000,0.000,period-based
108,108,109,0700_0800,0.000,0.005,60.000,0.000,period-based
109,109,110,0700_0800,0.000,0.005,60.000,0.000,period-based
110,110,111,0700_0800,0.000,0.005,60.000,0.000,period-based
111,111,112,0700_0800,0.000,0.005,60.000,0.000,period-based
112,112,113,0700_0800,0.000,0.005,60.000,0.000,period-based
113,113,114,0700_0800,0.000,0.005,60.000,0.000,period-based
114,114,115,0700_0800,0.000,0.005,60.000,0.000,period-based
115,115,116,0700_0800,0.000,0.005,60.000,0.000,period-based
116,116,117,0700_0800,0.000,0.005,60.000,0.000,period-based
117,117,118,0700_0800,0.000,0.005,60.000,0.000,period-based
118,118,119,0700_0800,0.000,0.005,60.000,0.000,period-based
119,119,120,0700_0800,0.000,0.005,60.000,0.000,period-based
120,120,121,0700_0800,0.000,0.005,60.000,0.000,period-based
121,121,122,0700_0800,0.000,0.005,60.000,0.000,period-based
122,122,123,0700_0800,0.000,0.005,60.000,0.000,period-based
123,123,124,0700_0800,0.000,0.005,60.000,0.000,period-based
124,124,125,0700_0800,0.000,0.005,60.000,0.000,period-based
125,125,126,0700_0800,0.000,0.005,60.000,0.000,period-based
126,126,127,0700_0800,0.000,0.005,60.000,0.000,period-based
127,128,129,0700_0800,0.000,0.005,60.000,0.000,period-based
128,129,130,0700_0800,0.000,0.005,60.000,0.000,period-based
129,130,131,0700_0800,0.000,0.005,60.000,0.000,period-based
130,131,132,0700_0800,0.000,0.005,60.000,0.000,period-based
131,132,133,0700_0800,0.000,0.005,60.000,0.000,period-based
132,133,134,0700_0800,1.000,0.005,60.000,0.001,period-based
133,134,135,0700_0800,1.000,0.005,60.000,0.001,period-based
134,135,136,0700_0800,1.000,0.005,60.000,0.001,period-based
135,136,137,0700_0800,1.000,0.005,60.000,0.001,period-based
136,137,138,0700_0800,1.000,0.005,60.000,0.001,period-based
137,138,139,0700_0800,1.000,0.005,60.000,0.001,period-based
138,139,140,0700_0800,1.000,0.005,60.000,0.001,period-based
139,140,141,0700_0800,1.000,0.005,60.000,0.001,period-based
140,141,142,0700_0800,1.000,0.005,60.000,0.001,period-based
141,142,143,0700_0800,1.000,0.005,60.000,0.001,period-based
142,143,144,0700_0800,1.000,0.005,60.000,0.001,period-based
143,144,145,0700_0800,1.000,0.005,60.000,0.001,period-based
144,145,146,0700_0800,1.000,0.005,60.000,0.001,period-based
145,146,147,0700_0800,1.000,0.005,60.000,0.001,period-based
146,147,148,0700_0800,1.000,0.005,60.000,0.001,period-based
147,148,149,0700_0800,1.000,0.005,60.000,0.001,period-based
148,149,150,0700_0800,1.000,0.005,60.000,0.001,period-based
149,150,151,0700_0800,1.000,0.005,60.000,0.001,period-based
150,151,152,0700_0800,1.000,0.005,60.000,0.001,period-based
151,152,153,0700_0800,1.000,0.005,60.000,0.001,period-based
152,153,154,0700_0800,1.000,0.005,60.000,0.001,period-based
153,154,155,0700_0800,1.000,0.005,60.000,0.001,period-based
154,155,156,0700_0800,1.000,0.005,60.000,0.001,period-based
155,156,157,0700_0800,1.000,0.005,60.000,0.001,period-based
156,157,158,0700_0800,1.000,0.005,60.000,0.001,period-based
157,158,159,0700_0800,1.000,0.005,60.000,0.001,period-based
158,159,160,0700_0800,1.000,0.005,60.000,0.001,period-based
159,160,161,0700_0800,1.000,0.005,60.000,0.001,period-based
160,161,162,0700_0800,1.000,0.005,60.000,0.001,period-based
161,162,163,0700_0800,1.000,0.005,60.000,0.001,period-based
162,163,164,0700_0800,1.000,0.005,60.000,0.001,period-based
163,164,165,0700_0800,1.000,0.005,60.000,0.001,period-based
164,165,166,0700_0800,1.000,0.005,60.000,0.001,period-based
165,166,167,0700_0800,1.000,0.005,60.000,0.001,period-based
166,167,168,0700_0800,1.000,0.005,60.000,0.001,period-based
167,168,169,0700_0800,1.000,0.005,60.000,0.001,period-based
168,169,170,0700_0800,1.000,0.005,60.000,0.001,period-based
169,170,171,0700_0800,1.000,0.005,60.000,0.001,period-based
170,171,172,0700_0800,1.000,0.005,60.000,0.001,period-based
171,172,173,0700_0800,1.000,0.005,60.000,0.001,period-based
172,173,174,0700_0800,1.000,0.005,60.000,0.001,period-based
173,174,175,0700_0800,1.000,0.005,60.000,0.001,period-based
174,175,176,0700_0800,1.000,0.005,60.000,0.001,period-based
175,176,177,0700_0800,1.000,0.005,60.000,0.001,period-based
176,177,178,0700_0800,1.000,0.005,60.000,0.001,period-based
177,178,179,0700_0800,1.000,0.005,60.000,0.001,period-based
178,179,180,0700_0800,1.000,0.005,60.000,0.001,period-based
179,180,181,0700_0800,1.000,0.005,60.000,0.001,period-based
180,181,182,0700_0800,1.000,0.005,60.000,0.001,period-based
181,182,183,0700_0800,1.000,0.005,60.000,0.001,period-based
182,183,184,0700_0800,1.000,0.005,60.000,0.001,period-based
183,184,185,0700_0800,1.000,0.005,60.000,0.001,period-based
184,185,186,0700_0800,1.000,0.005,60.000,0.001,period-based
185,186,187,0700_0800,1.000,0.005,60.000,0.001,period-based
186,187,188,0700_0800,1.000,0.005,60.000,0.001,period-based
187,188,189,0700_0800,1.000,0.005,60.000,0.001,period-based
188,189,190,0700_0800,1.000,0.005,60.000,0.001,period-based
189,190,191,0700_0800,1.000,0.005,60.000,0.001,period-based
190,191,192,0700_0800,1.000,0.005,60.000,0.001,period-based
191,192,193,0700_0800,1.000,0.005,60.000,0.001,period-based
192,193,194,0700_0800,1.000,0.005,60.000,0.001,period-based
193,194,195,0700_0800,1.000,0.005,60.000,0.001,period-based
194,195,196,0700_0800,1.000,0.005,60.000,0.001,period-based
195,196,197,0700_0800,1.000,0.005,60.000,0.001,period-based
196,197,198,0700_0800,1.000,0.005,60.000,0.001,period-based
197,198,199,0700_0800,1.000,0.005,60.000,0.001,period-based
198,199,200,0700_0800,1.000,0.005,60.000,0.001,period-based
199,200,201,0700_0800,1.000,0.005,60.000,0.001,period-based
200,201,202,0700_0800,1.000,0.005,60.000,0.001,period-based
201,202,203,0700_0800,1.000,0.005,60.000,0.001,period-based
202,203,204,0700_0800,1.000,0.005,60.000,0.001,period-based
203,204,205,0700_0800,1.000,0.005,60.000,0.001,period-based
204,205,206,0700_0800,1.000,0.005,60.000,0.001,period-based
205,206,207,0700_0800,1.000,0.005,60.000,0.001,period-based
206,207,208,0700_0800,1.000,0.005,60.000,0.001,period-based
207,208,209,0700_0800,1.000,0.005,60.000,0.001,period-based
208,209,210,0700_0800,1.000,0.005,60.000,0.001,period-based
209,210,211,0700_0800,1.000,0.005,60.000,0.001,period-based
210,211,212,0700_0800,1.000,0.005,60.000,0.001,period-based
211,212,213,0700_0800,1.000,0.005,60.000,0.001,period-based
212,213,214,0700_0800,1.000,0.005,60.000,0.001,period-based
213,214,215,0700_0800,1.000,0.005,60.000,0.001,period-based
214,215,216,0700_0800,1.000,0.005,60.000,0.001,period-based
215,216,217,0700_0800,1.000,0.005,60.000,0.001,period-based
216,217,218,0700_0800,1.000,0.005,60.000,0.001,period-based
217,218,219,0700_0800,1.000,0.005,60.000,0.001,period-based
218,219,220,0700_0800,1.000,0.005,60.000,0.001,period-based
219,220,221,0700_0800,1.000,0.005,60.000,0.001,period-based
220,221,222,0700_0800,1.000,0.005,60.000,0.001,period-based
221,222,223,0700_0800,1.000,0.005,60.000,0.001,period-based
222,223,224,0700_0800,0.000,0.005,60.000,0.000,period-based
223,224,225,0700_0800,0.000,0.005,60.000,0.000,period-based
224,225,226,0700_0800,0.000,0.005,60.000,0.000,period-based
225,226,227,0700_0800,0.000,0.005,60.000,0.000,period-based
226,227,228,0700_0800,0.000,0.005,60.000,0.000,period-based
227,228,229,0700_0800,0.000,0.005,60.000,0.000,period-based
228,229,230,0700_0800,0.000,0.005,60.000,0.000,period-based
229,230,231,0700_0800,0.000,0.005,60.000,0.000,period-based
230,231,232,0700_0800,0.000,0.005,60.000,0.000,period-based
231,232,233,0700_0800,0.000,0.005,60.000,0.000,period-based
232,233,234,0700_0800,0.000,0.005,60.000,0.000,period-based
233,234,235,0700_0800,0.000,0.005,60.000,0.000,period-based
234,235,236,0700_0800,0.000,0.005,60.000,0.000,period-based
235,236,237,0700_0800,0.000,0.005,60.000,0.000,period-based
236,237,238,0700_0800,0.000,0.005,60.000,0.000,period-based
237,238,239,0700_0800,0.000,0.005,60.000,0.000,period-based
238,239,240,0700_0800,0.000,0.005,60.000,0.000,period-based
239,240,241,0700_0800,0.000,0.005,60.000,0.000,period-based
240,241,242,0700_0800,0.000,0.005,60.000,0.000,period-based
241,242,243,0700_0800,0.000,0.005,60.000,0.000,period-based
242,243,244,0700_0800,0.000,0.005,60.000,0.000,period-based
243,244,245,0700_0800,0.000,0.005,60.000,0.000,period-based
244,245,246,0700_0800,0.000,0.005,60.000,0.000,period-based
245,246,247,0700_0800,0.000,0.005,60.000,0.000,period-based
246,247,248,0700_0800,0.000,0.005,60.000,0.000,period-based
247,248,249,0700_0800,0.000,0.005,60.000,0.000,period-based
248,249,250,0700_0800,0.000,0.005,60.000,0.000,period-based
249,250,251,0700_0800,0.000,0.005,60.000,0.000,period-based
250,251,252,0700_0800,0.000,0.005,60.000,0.000,period-based
251,252,253,0700_0800,0.000,0.005,60.000,0.000,period-based
252,253,254,0700_0800,0.000,0.005,60.000,0.000,period-based
253,254,255,0700_0800,0.000,0.005,60.000,0.000,period-based
254,256,257,0700_0800,0.000,0.005,60.000,0.000,period-based
255,257,258,0700_0800,0.000,0.005,60.000,0.000,period-based
256,258,259,0700_0800,0.000,0.005,60.000,0.000,period-based
257,259,260,0700_0800,0.000,0.005,60.000,0.000,period-based
258,260,261,0700_0800,0.000,0.005,60.000,0.000,period-based
259,261,262,0700_0800,0.000,0.005,60.000,0.000,period-based
260,262,263,0700_0800,0.000,0.005,60.000,0.000,period-based
261,263,264,0700_0800,0.000,0.005,60.000,0.000,period-based
262,264,265,0700_0800,0.000,0.005,60.000,0.000,period-based
263,265,266,0700_0800,0.000,0.005,60.000,0.000,period-based
264,266,267,0700_0800,0.000,0.005,60.000,0.000,period-based
265,267,268,0700_0800,0.000,0.005,60.000,0.000,period-based
266,268,269,0700_0800,0.000,0.005,60.000,0.000,period-based
267,269,270,0700_0800,0.000,0.005,60.000,0.000,period-based
268,270,271,0700_0800,0.000,0.005,60.000,0.000,period-based
269,271,272,0700_0800,0.000,0.005,60.000,0.000,period-based
270,272,273,0700_0800,0.000,0.005,60.000,0.000,period-based
271,273,274,0700_0800,0.000,0.005,60.000,0.000,period-based
272,274,275,0700_0800,0.000,0.005,60.000,0.000,period-based
273,275,276,0700_0800,0.000,0.005,60.000,0.000,period-based
274,276,277,0700_0800,0.000,0.005,60.000,0.000,period-based
275,277,278,0700_0800,0.000,0.005,60.000,0.000,period-based
276,278,279,0700_0800,0.000,0.005,60.000,0.000,period-based
277,279,280,0700_0800,0.000,0.005,60.000,0.000,period-based
278,280,281,0700_0800,0.000,0.005,60.000,0.000,period-based
279,281,282,0700_0800,0.000,0.005,60.000,0.000,period-based
280,282,283,0700_0800,0.000,0.005,60.000,0.000,period-based
281,283,284,0700_0800,0.000,0.005,60.000,0.000,period-based
282,284,285,0700_0800,0.000,0.005,60.000,0.000,period-based
283,285,286,0700_0800,0.000,0.005,60.000,0.000,period-based
284,286,287,0700_0800,0.000,0.005,60.000,0.000,period-based
285,287,288,0700_0800,0.000,0.005,60.000,0.000,period-based
286,288,289,0700_0800,0.000,0.005,60.000,0.000,period-based
287,289,290,0700_0800,0.000,0.005,60.000,0.000,period-based
288,290,291,0700_0800,0.000,0.005,60.000,0.000,period-based
289,291,292,0700_0800,0.000,0.005,60.000,0.000,period-based
290,292,293,0700_0800,0.000,0.005,60.000,0.000,period-based
291,293,294,0700_0800,0.000,0.005,60.000,0.000,period-based
292,294,295,0700_0800,0.000,0.005,60.000,0.000,period-based
293,295,296,0700_0800,0.000,0.005,60.000,0.000,period-based
294,296,297,0700_0800,0.000,0.005,60.000,0.000,period-based
295,297,298,0700_0800,0.000,0.005,60.000,0.000,period-based
296,298,299,0700_0800,0.000,0.005,60.000,0.000,period-based
297,299,300,0700_0800,0.000,0.005,60.000,0.000,period-based
298,300,301,0700_0800,0.000,0.005,60.000,0.000,period-based
299,301,302,0700_0800,0.000,0.005,60.000,0.000,period-based
300,302,303,0700_0800,0.000,0.005,60.000,0.000,period-based
301,303,304,0700_0800,0.000,0.005,60.000,0.000,period-based
302,304,305,0700_0800,0.000,0.005,60.000,0.000,period-based
303,305,306,0700_0800,0.000,0.005,60.000,0.000,period-based
304,306,307,0700_0800,0.000,0.005,60.000,0.000,period-based
305,307,308,0700_0800,0.000,0.005,60.000,0.000,period-based
306,308,309,0700_0800,0.000,0.005,60.000,0.000,period-based
307,309,310,0700_0800,0.000,0.005,60.000,0.000,period-based
308,310,311,0700_0800,0.000,0.005,60.000,0.000,period-based
309,311,312,0700_0800,0.000,0.005,60.000,0.000,period-based
310,312,313,0700_0800,0.000,0.005,60.000,0.000,period-based
311,313,314,0700_0800,0.000,0.005,60.000,0.000,period-based
312,314,315,0700_0800,0.000,0.005,60.000,0.000,period-based
313,315,316,0700_0800,0.000,0.005,60.000,0.000,period-based
314,316,317,0700_0800,0.000,0.005,60.000,0.000,period-based
315,317,318,0700_0800,0.000,0.005,60.000,0.000,period-based
316,318,319,0700_0800,0.000,0.005,60.000,0.000,period-based
317,319,320,0700_0800,0.000,0.005,60.000,0.000,period-based
318,320,321,0700_0800,0.000,0.005,60.000,0.000,period-based
319,321,322,0700_0800,0.000,0.005,60.000,0.000,period-based
320,322,323,0700_0800,0.000,0.005,60.000,0.000,period-based
321,323,324,0700_0800,0.000,0.005,60.000,0.000,period-based
322,324,325,0700_0800,0.000,0.005,60.000,0.000,period-based
323,325,326,0700_0800,0.000,0.005,60.000,0.000,period-based
324,326,327,0700_0800,0.000,0.005,60.000,0.000,period-based
325,327,328,0700_0800,0.000,0.005,60.000,0.000,period-based
326,328,329,0700_0800,0.000,0.005,60.000,0.000,period-based
327,329,330,0700_0800,0.000,0.005,60.000,0.000,period-based
328,330,331,0700_0800,0.000,0.005,60.000,0.000,period-based
329,331,332,0700_0800,0.000,0.005,60.000,0.000,period-based
330,332,333,0700_0800,0.000,0.005,60.000,0.000,period-based
331,333,334,0700_0800,0.000,0.005,60.000,0.000,period-based
332,334,335,0700_0800,0.000,0.005,60.000,0.000,period-based
333,335,336,0700_0800,0.000,0.005,60.000,0.000,period-based
334,336,337,0700_0800,0.000,0.005,60.000,0.000,period-based
335,337,338,0700_0800,0.000,0.005,60.000,0.000,period-based
336,338,339,0700_0800,0.000,0.005,60.000,0.000,period-based
337,339,340,0700_0800,0.000,0.005,60.000,0.000,period-based
338,340,341,0700_0800,0.000,0.005,60.000,0.000,period-based
339,341,342,0700_0800,0.000,0.005,60.000,0.000,period-based
340,342,343,0700_0800,0.000,0.005,60.000,0.000,period-based
341,343,344,0700_0800,0.000,0.005,60.000,0.000,period-based
342,344,345,0700_0800,0.000,0.005,60.000,0.000,period-based
343,345,346,0700_0800,0.000,0.005,60.000,0.000,period-based
344,346,347,0700_0800,0.000,0.005,60.000,0.000,period-based
345,347,348,0700_0800,0.000,0.005,60.000,0.000,period-based
346,348,349,0700_0800,0.000,0.005,60.000,0.000,period-based
347,349,350,0700_0800,0.000,0.005,60.000,0.000,period-based
348,350,351,0700_0800,0.000,0.005,60.000,0.000,period-based
349,351,352,0700_0800,0.000,0.005,60.000,0.000,period-based
350,352,353,0700_0800,0.000,0.005,60.000,0.000,period-based
351,353,354,0700_0800,0.000,0.005,60.000,0.000,period-based
352,354,355,0700_0800,0.000,0.005,60.000,0.000,period-based
353,355,356,0700_0800,0.000,0.005,60.000,0.000,period-based
354,356,357,0700_0800,0.000,0.005,60.000,0.000,period-based
355,357,358,0700_0800,0.000,0.005,60.000,0.000,period-based
356,358,359,0700_0800,0.000,0.005,60.000,0.000,period-based
357,359,360,0700_0800,0.000,0.005,60.000,0.000,period-based
358,360,361,0700_0800,0.000,0.005,60.000,0.000,period-based
359,361,362,0700_0800,0.000,0.005,60.000,0.000,period-based
360,362,363,0700_0800,0.000,0.005,60.000,0.000,period-based
361,363,364,0700_0800,0.000,0.005,60.000,0.000,period-based
362,364,365,0700_0800,0.000,0.005,60.000,0.000,period-based
363,365,366,0700_0800,0.000,0.005,60.000,0.000,period-based
364,366,367,0700_0800,0.000,0.005,60.000,0.000,period-based
365,367,368,0700_0800,0.000,0.005,60.000,0.000,period-based
366,368,369,0700_0800,0.000,0.005,60.000,0.000,period-based
367,369,370,0700_0800,0.000,0.005,60.000,0.000,period-based
368,370,371,0700_0800,0.000,0.005,60.000,0.000,period-based
369,371,372,0700_0800,0.000,0.005,60.000,0.000,period-based
370,372,373,0700_0800,0.000,0.005,60.000,0.000,period-based
371,373,374,0700_0800,0.000,0.005,60.000,0.000,period-based
372,374,375,0700_0800,0.000,0.005,60.000,0.000,period-based
373,375,376,0700_0800,0.000,0.005,60.000,0.000,period-based
374,376,377,0700_0800,0.000,0.005,60.000,0.000,period-based
375,377,378,0700_0800,0.000,0.005,60.000,0.000,period-based
376,378,379,0700_0800,0.000,0.005,60.000,0.000,period-based
377,379,380,0700_0800,0.000,0.005,60.000,0.000,period-based
378,380,381,0700_0800,0.000,0.005,60.000,0.000,period-based
379,381,382,0700_0800,0.000,0.005,60.000,0.000,period-based
380,382,383,0700_0800,0.000,0.005,60.000,0.000,period-based
381,384,385,0700_0800,0.000,0.005,60.000,0.000,period-based
382,385,386,0700_0800,0.000,0.005,60.000,0.000,period-based
383,386,387,0700_0800,0.000,0.005,60.000,0.000,period-based
384,387,388,0700_0800,0.000,0.005,60.000,0.000,period-based
385,388,389,0700_0800,0.000,0.005,60.000,0.000,period-based
386,389,390,0700_0800,0.000,0.005,60.000,0.000,period-based
387,390,391,0700_0800,1.000,0.005,60.000,0.001,period-based
388,391,392,0700_0800,1.000,0.005,60.000,0.001,period-based
389,392,393,0700_0800,1.000,0.005,60.000,0.001,period-based
390,393,394,0700_0800,1.000,0.005,60.000,0.001,period-based
391,394,395,0700_0800,1.000,0.005,60.000,0.001,period-based
392,395,396,0700_0800,1.000,0.005,60.000,0.001,period-based
393,396,397,0700_0800,1.000,0.005,60.000,0.001,period-based
394,397,398,0700_0800,1.000,0.005,60.000,0.001,period-based
395,398,399,0700_0800,1.000,0.005,60.000,0.001,period-based
396,399,400,0700_0800,1.000,0.005,60.000,0.001,period-based
397,400,401,0700_0800,1.000,0.005,60.000,0.001,period-based
398,401,402,0700_0800,1.000,0.005,60.000,0.001,period-based
399,402,403,0700_0800,1.000,0.005,60.000,0.001,period-based
400,403,404,0700_0800,1.000,0.005,60.000,0.001,period-based
401,404,405,0700_0800,1.000,0.005,60.000,0.001,period-based
402,405,406,0700_0800,1.000,0.005,60.000,0.001,period-based
403,406,407,0700_0800,1.000,0.005,60.000,0.001,period-based
404,407,408,0700_0800,1.000,0.005,60.000,0.001,period-based
405,408,409,0700_0800,1.000,0.005,60.000,0.001,period-based
406,409,410,0700_0800,1.000,0.005,60.000,0.001,period-based
407,410,411,0700_0800,1.000,0.005,60.000,0.001,period-based
408,411,412,0700_0800,1.000,0.005,60.000,0.001,period-based
409,412,413,0700_0800,1.000,0.005,60.000,0.001,period-based
410,413,414,0700_0800,1.000,0.005,60.000,0.001,period-based
411,414,415,0700_0800,1.000,0.005,60.000,0.001,period-based
412,415,416,0700_0800,1.000,0.005,60.000,0.001,period-based
413,416,417,0700_0800,1.000,0.005,60.000,0.001,period-based
414,417,418,0700_0800,1.000,0.005,60.000,0.001,period-based
415,418,419,0700_0800,1.000,0.005,60.000,0.001,period-based
416,419,420,0700_0800,1.000,0.005,60.000,0.001,period-based
417,420,421,0700_0800,1.000,0.005,60.000,0.001,period-based
418,421,422,0700_0800,1.000,0.005,60.000,0.001,period-based
419,422,423,0700_0800,1.000,0.005,60.000,0.001,period-based
420,423,424,0700_0800,1.000,0.005,60.000,0.001,period-based
421,424,425,0700_0800,1.000,0.005,60.000,0.001,period-based
422,425,426,0700_0800,1.000,0.005,60.000,0.001,period-based
423,426,427,0700_0800,1.000,0.005,60.000,0.001,period-based
424,427,428,0700_0800,1.000,0.005,60.000,0.001,period-based
425,428,429,0700_0800,1.000,0.005,60.000,0.001,period-based
426,429,430,0700_0800,1.000,0.005,60.000,0.001,period-based
427,430,431,0700_0800,1.000,0.005,60.000,0.001,period-based
428,431,432,0700_0800,1.000,0.005,60.000,0.001,period-based
429,432,433,0700_0800,1.000,0.005,60.000,0.001,period-based
430,433,434,0700_0800,1.000,0.005,60.000,0.001,period-based
431,434,435,0700_0800,1.000,0.005,60.000,0.001,period-based
432,435,436,0700_0800,1.000,0.005,60.000,0.001,period-based
433,436,437,0700_0800,1.000,0.005,60.000,0.001,period-based
434,437,438,0700_0800,1.000,0.005,60.000,0.001,period-based
